problem,phi_a,phi_b,status,metric,n_evals,seed,delta_box_fraction,delta,box_scale,cardinality_a,cardinality_b,value
p1,ls,cw,check,coverage_a_in_b,5000,15,0.01,0.028284271247461905,2.8284271247461903,2182,1504,0.7373968835930339
p1,ls,cw,check,coverage_b_in_a,5000,15,0.01,0.028284271247461905,2.8284271247461903,2182,1504,1.0
p1,ls,cw,check,overlap,5000,15,0.01,0.028284271247461905,2.8284271247461903,2182,1504,0.8445469343461747
p1,ls,cw,check,coverage_a_in_b,5000,15,0.02,0.05656854249492381,2.8284271247461903,2182,1504,0.7859761686526123
p1,ls,cw,check,coverage_b_in_a,5000,15,0.02,0.05656854249492381,2.8284271247461903,2182,1504,1.0
p1,ls,cw,check,overlap,5000,15,0.02,0.05656854249492381,2.8284271247461903,2182,1504,0.873304395008139
p1,ls,cw,check,coverage_a_in_b,5000,15,0.05,0.14142135623730953,2.8284271247461903,2182,1504,0.9060494958753437
p1,ls,cw,check,coverage_b_in_a,5000,15,0.05,0.14142135623730953,2.8284271247461903,2182,1504,1.0
p1,ls,cw,check,overlap,5000,15,0.05,0.14142135623730953,2.8284271247461903,2182,1504,0.944384156266956
p1,ls,cw,check,coverage_a_in_b,5000,15,0.1,0.28284271247461906,2.8284271247461903,2182,1504,0.9867094408799266
p1,ls,cw,check,coverage_b_in_a,5000,15,0.1,0.28284271247461906,2.8284271247461903,2182,1504,1.0
p1,ls,cw,check,overlap,5000,15,0.1,0.28284271247461906,2.8284271247461903,2182,1504,0.9921323928377646
p1,ls,cw,check,coverage_a_in_b,5000,15,0.2,0.5656854249492381,2.8284271247461903,2182,1504,1.0
p1,ls,cw,check,coverage_b_in_a,5000,15,0.2,0.5656854249492381,2.8284271247461903,2182,1504,1.0
p1,ls,cw,check,overlap,5000,15,0.2,0.5656854249492381,2.8284271247461903,2182,1504,1.0
