problem,solver,phi_a,phi_b,status,eps,n_evals,delta,box_scale,n_seeds,dice_median,dice_q1,dice_q3,jaccard_median,jaccard_q1,jaccard_q3
zdt1_interval,random_search,lu,ls,check,0.25,5000,0.0,5.477225575051661,5,0.26455026455026454,0.2617283950617284,0.3089005235602094,0.1524390243902439,0.15056818181818182,0.1826625386996904
zdt1_interval,random_search,lu,ls,check,0.25,5000,0.2738612787525831,5.477225575051661,5,0.26455026455026454,0.2617283950617284,0.3089005235602094,0.1524390243902439,0.15056818181818182,0.1826625386996904
zdt1_interval,random_search,lu,ls,check,0.5,5000,0.0,5.477225575051661,5,0.3059360730593607,0.2975929978118162,0.3881856540084388,0.18059299191374661,0.17480719794344474,0.2408376963350785
zdt1_interval,random_search,lu,ls,check,0.5,5000,0.2738612787525831,5.477225575051661,5,0.3059360730593607,0.2975929978118162,0.3881856540084388,0.18059299191374661,0.17480719794344474,0.2408376963350785
zdt1_interval,random_search_noise_floor,cw,cw,finding,0.0,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,cw,cw,finding,0.05,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,cw,cw,finding,0.1,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,cw,cw,finding,0.1,20000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,cw,cw,finding,0.25,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,cw,cw,finding,0.5,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,ls,ls,finding,0.0,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,ls,ls,finding,0.05,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,ls,ls,finding,0.1,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,ls,ls,finding,0.1,20000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
zdt1_interval,random_search_noise_floor,ls,ls,finding,0.25,5000,0.2738612787525831,5.477225575051661,5,0.0,0.0,0.0,0.0,0.0,0.0
