problem,phi,solver,metric,eps,n_evals,seed,cardinality,full_cardinality,reference_size,include_singular_segments,value
zdt1_interval,cw,nsga2,hypervolume,0.1,5000,11,29,100,0,False,0.004494079874252997
zdt1_interval,cw,nsga2,spread,0.1,5000,12,29,100,0,False,2.254825948107262
zdt1_interval,cw,nsga2,hypervolume,0.1,5000,12,29,100,0,False,0.003966167112752437
zdt1_interval,cw,nsga2,spread,0.1,5000,13,29,100,0,False,2.1224571794200813
zdt1_interval,cw,nsga2,hypervolume,0.1,5000,13,29,100,0,False,0.004522552216124294
zdt1_interval,cw,nsga2,spread,0.1,5000,14,29,100,0,False,2.6814585495577643
zdt1_interval,cw,nsga2,hypervolume,0.1,5000,14,29,100,0,False,0.0044080679569955435
zdt1_interval,cw,nsga2,spread,0.1,5000,15,29,100,0,False,2.7058880115190465
zdt1_interval,cw,nsga2,hypervolume,0.1,5000,15,29,100,0,False,0.004483860737907744
zdt1_interval,cw,nsga2,spread,0.1,20000,11,29,100,0,False,1.4621671685595172
zdt1_interval,cw,nsga2,hypervolume,0.1,20000,11,29,100,0,False,0.004362857041552225
